,total_cases,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,BanOnAllEvents,BanOnAllEventsPartial,ClosDaycare,ClosDaycarePartial,ClosPrim,ClosPrimPartial,ClosPubAny,ClosPubAnyPartial,ClosSec,ClosSecPartial,EntertainmentVenues,EntertainmentVenuesPartial,GymsSportsCentres,GymsSportsCentresPartial,HotelsOtherAccommodationPartial,IndoorOver100,IndoorOver1000,IndoorOver50,MasksMandatoryAllSpacesPartial,MasksMandatoryClosedSpaces,MasksVoluntaryAllSpaces,MassGather50,MassGather50Partial,MassGatherAll,MassGatherAllPartial,NonEssentialShops,NonEssentialShopsPartial,OutdoorOver100,PlaceOfWorshipPartial,PrivateGatheringRestrictions,QuarantineForInternationalTravellers,QuarantineForInternationalTravellersPartial,RestaurantsCafes,RestaurantsCafesPartial,SocialCirclePartial,StayHomeGen,StayHomeGenPartial,StayHomeOrderPartial,Teleworking,TeleworkingPartial,tmin,tmax,prcp,wdir,wspd,wpgt,pres,R_kat,new_cases,new_cases_lead_1,new_cases_lead_2,new_cases_lead_3,new_cases_lead_4,new_cases_lead_5
49,3675,4.076,0.0,0.0,0.0,0.0,0.0,32.87,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,11.0,0.0,271.5,24.1,74.1,1015.4,1,429.286,540.857,679.286,870.857,1114.286,1488.429
50,4585,4.076,0.0,0.0,0.0,0.0,0.0,32.87,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.9,0.0,7.9,9.9,29.6,1023.8,1,540.857,679.286,870.857,1114.286,1488.429,1891.714
51,5795,11.086,0.0,0.058,17.2,0.0,0.0,32.87,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,11.6,0.0,125.6,9.9,29.6,1024.0,1,679.286,870.857,1114.286,1488.429,1891.714,2310.429
52,7272,11.086,0.0,0.058,17.2,0.0,0.0,42.13,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,15.8,0.0,276.7,6.9,16.7,1022.1,1,870.857,1114.286,1488.429,1891.714,2310.429,2518.286
53,9257,11.086,0.0,0.058,17.2,0.0,0.0,42.13,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2,15.2,0.6,279.4,8.1,20.4,1028.0,1,1114.286,1488.429,1891.714,2310.429,2518.286,2725.429
54,12327,11.086,0.0,0.058,17.2,0.0,0.0,52.31,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.4,18.6,0.0,263.9,9.4,24.1,1028.3,1,1488.429,1891.714,2310.429,2518.286,2725.429,3112.0
55,15320,11.086,0.0,0.058,17.2,0.0,0.0,55.09,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,18.9,0.0,279.5,8.0,20.4,1024.9,1,1891.714,2310.429,2518.286,2725.429,3112.0,3389.857
56,19848,11.086,0.0,0.058,17.2,0.0,0.0,57.87,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,14.8,1.7,1.1,9.1,27.8,1023.0,1,2310.429,2518.286,2725.429,3112.0,3389.857,3570.857
57,22213,11.086,0.0,0.058,17.2,0.0,0.0,68.06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7,7.0,3.8,42.7,16.3,38.9,1027.0,1,2518.286,2725.429,3112.0,3389.857,3570.857,4088.286
58,24873,28.22,0.639,0.069,14.5,0.0,0.0,76.85,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2,5.6,0.0,60.9,14.1,37.0,1034.3,1,2725.429,3112.0,3389.857,3570.857,4088.286,4431.857
59,29056,28.22,0.639,0.069,14.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.7,6.9,0.0,61.6,11.4,35.2,1038.1,1,3112.0,3389.857,3570.857,4088.286,4431.857,5068.857
60,32986,28.22,0.64,0.069,14.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.3,8.1,0.0,89.8,11.2,33.3,1036.1,1,3389.857,3570.857,4088.286,4431.857,5068.857,5317.429
61,37323,28.22,0.641,0.069,14.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.8,8.6,0.0,82.2,15.1,42.6,1031.2,1,3570.857,4088.286,4431.857,5068.857,5317.429,5404.143
62,43938,28.22,0.642,0.069,14.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,10.7,0.0,90.6,18.2,48.2,1025.3,1,4088.286,4431.857,5068.857,5317.429,5404.143,5546.0
63,50871,28.22,0.642,0.069,14.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,18.2,0.0,77.2,13.7,42.6,1020.8,1,4431.857,5068.857,5317.429,5404.143,5546.0,5792.714
64,57695,28.22,0.643,0.069,14.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.6,18.0,0.0,324.1,12.2,33.3,1018.1,1,5068.857,5317.429,5404.143,5546.0,5792.714,5836.571
65,62095,53.868,0.644,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5317.429,5404.143,5546.0,5792.714,5836.571,5755.429
66,66885,53.868,0.654,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.4,7.2,0.1,352.1,12.8,38.9,1027.8,1,5404.143,5546.0,5792.714,5836.571,5755.429,5485.286
67,71808,53.868,0.663,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,5.5,0.6,349.5,11.4,31.5,1028.4,1,5546.0,5792.714,5836.571,5755.429,5485.286,5432.571
68,77872,53.868,0.673,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.4,10.5,0.0,241.2,8.7,20.4,1023.2,1,5792.714,5836.571,5755.429,5485.286,5432.571,5212.714
69,84794,53.868,0.683,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7,14.7,0.0,253.7,10.2,31.5,1013.4,1,5836.571,5755.429,5485.286,5432.571,5212.714,5122.143
70,91159,53.868,0.693,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,10.3,0.0,275.0,12.9,33.3,1014.0,1,5755.429,5485.286,5432.571,5212.714,5122.143,5060.571
71,96092,53.868,0.702,0.088,11.4,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.3,13.7,0.0,334.6,7.9,18.5,1024.3,1,5485.286,5432.571,5212.714,5122.143,5060.571,4769.571
72,100123,50.104,0.712,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,17.5,0.0,89.5,12.6,40.8,1028.9,1,5432.571,5212.714,5122.143,5060.571,4769.571,4430.286
73,103374,50.104,0.704,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2,21.5,0.0,173.1,9.0,22.2,1025.6,1,5212.714,5122.143,5060.571,4769.571,4430.286,4116.571
74,107663,50.104,0.697,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.6,22.1,0.0,331.8,9.7,22.2,1029.9,1,5122.143,5060.571,4769.571,4430.286,4116.571,3961.571
75,113296,50.104,0.689,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.9,22.6,0.0,357.2,10.1,24.1,1027.6,0,5060.571,4769.571,4430.286,4116.571,3961.571,3814.0
76,118181,50.104,0.682,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7,23.7,0.0,303.4,12.4,35.2,1022.9,0,4769.571,4430.286,4116.571,3961.571,3814.0,3385.143
77,122171,50.104,0.674,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,20.2,0.0,322.9,9.0,22.2,1025.0,0,4430.286,4116.571,3961.571,3814.0,3385.143,3065.286
78,124908,50.104,0.666,0.09,11.1,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8,19.2,0.0,357.9,9.1,22.2,1025.0,0,4116.571,3961.571,3814.0,3385.143,3065.286,2788.143
79,127854,36.625,0.659,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.9,23.4,0.0,261.0,9.2,22.2,1018.3,0,3961.571,3814.0,3385.143,3065.286,2788.143,2746.571
80,130072,36.625,0.647,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.2,16.1,0.0,303.7,17.4,48.2,1014.0,0,3814.0,3385.143,3065.286,2788.143,2746.571,2633.429
81,131359,36.625,0.636,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9,9.3,0.0,318.3,16.9,38.9,1022.4,0,3385.143,3065.286,2788.143,2746.571,2633.429,2475.714
82,134753,36.625,0.625,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,17.8,0.0,282.0,13.1,33.3,1023.8,0,3065.286,2788.143,2746.571,2633.429,2475.714,2427.571
83,137698,36.625,0.613,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.1,24.0,0.0,269.3,10.3,29.6,1018.1,0,2788.143,2746.571,2633.429,2475.714,2427.571,2418.857
84,141397,36.625,0.602,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7,23.0,0.0,335.4,10.5,25.9,1015.6,0,2746.571,2633.429,2475.714,2427.571,2418.857,2270.714
85,143342,36.625,0.591,0.08,12.5,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.6,22.2,1.4,347.1,7.6,20.4,1016.0,0,2633.429,2475.714,2427.571,2418.857,2270.714,2204.429
86,145184,25.888,0.58,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.6,17.1,12.6,26.0,11.3,37.0,1018.0,0,2475.714,2427.571,2418.857,2270.714,2204.429,1943.143
87,147065,25.888,0.585,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4,17.4,0.0,78.9,17.4,44.5,1022.6,0,2427.571,2418.857,2270.714,2204.429,1943.143,1881.571
88,148291,25.888,0.591,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.4,19.0,0.0,85.1,19.3,51.8,1022.1,0,2418.857,2270.714,2204.429,1943.143,1881.571,1798.0
89,150648,25.888,0.597,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.3,19.8,0.0,84.5,15.4,42.6,1023.1,0,2270.714,2204.429,1943.143,1881.571,1798.0,1670.429
90,153129,25.888,0.603,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,21.8,0.0,74.7,10.6,29.6,1021.7,0,2204.429,1943.143,1881.571,1798.0,1670.429,1660.143
91,154999,25.888,0.609,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.2,23.3,0.0,275.4,12.8,40.8,1011.3,0,1943.143,1881.571,1798.0,1670.429,1660.143,1555.857
92,156513,25.888,0.614,0.067,14.9,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.5,14.9,0.0,315.4,16.9,40.8,1010.4,0,1881.571,1798.0,1670.429,1660.143,1555.857,1411.429
93,157770,18.252,0.62,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.8,18.6,0.0,252.7,8.0,22.2,1011.6,0,1798.0,1670.429,1660.143,1555.857,1411.429,1296.857
94,158758,18.252,0.611,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,22.6,0.0,250.1,9.1,24.1,1010.0,0,1670.429,1660.143,1555.857,1411.429,1296.857,1207.714
95,159912,18.252,0.603,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7,23.7,0.0,262.7,9.5,27.8,1005.5,0,1660.143,1555.857,1411.429,1296.857,1207.714,1127.714
96,161539,18.252,0.594,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,18.3,0.2,280.2,13.4,31.5,1005.7,0,1555.857,1411.429,1296.857,1207.714,1127.714,1056.286
97,163009,18.252,0.585,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.9,18.8,2.0,252.5,10.7,33.3,1006.9,0,1411.429,1296.857,1207.714,1127.714,1056.286,1013.571
98,164077,18.252,0.576,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.2,17.9,0.8,251.9,15.1,44.5,1004.6,0,1296.857,1207.714,1127.714,1056.286,1013.571,946.143
99,164967,18.252,0.568,0.05,20.0,0.0,0.0,76.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7,15.8,0.0,264.6,17.0,51.8,1007.3,0,1207.714,1127.714,1056.286,1013.571,946.143,917.286
100,165664,12.012,0.559,0.038,26.3,0.0,0.0,75.46,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.2,15.4,0.0,292.5,14.9,37.0,1015.9,0,1127.714,1056.286,1013.571,946.143,917.286,930.143
